NbDepart,NbArriv,NbAnnule,NbDevie,DelaiDepart,DelaiArriv,TaxiOut,TaxiIn
0,0,-7,-2,-7,-9,-1,-1
0,0,1,0,-6,-7,0,-1
-26,-24,-46,3,-12,-18,-1,-4
-14,-11,-5,-3,-10,-10,0,-1
-1,-1,-5,-1,-10,-11,0,0
-7,-7,-3,0,-6,-6,0,-1
-7,0,1,0,-50,-14,-1,-4
-2,-4,1,-1,-12,-11,0,-5
0,-2,3,0,-9,-5,0,-2
-6,-6,4,1,-2,-2,-1,-1
-8,-8,-7,-1,-7,-8,0,0
0,0,-1,0,-3,-2,0,0
-1,-1,0,0,5,-9,0,-1
0,0,0,0,-7,-13,0,-2
0,0,0,0,-21,-26,-1,-1
0,0,-4,0,-2,-2,0,0
0,0,0,1,-1,-7,0,-2
0,0,-1,0,-11,-17,1,0
-5,-5,0,0,-1,-5,0,0
-1,0,-1,0,1,0,0,1
-2,-2,0,0,0,-5,-2,0
-5,-5,-2,0,0,-11,0,-1
0,0,-1,-1,3,-7,-1,-1
-3,-3,2,0,-11,-8,0,0
-2,2,0,0,-25,-10,0,-1
7,9,-11,3,-6,-8,0,-1
-21,-21,-4,0,0,-1,1,0
0,0,-1,0,-13,-7,0,1
-10,-14,-13,-13,-9,-8,0,-1
0,0,2,0,-9,-14,0,-1
0,0,0,0,-7,20,1,4
-59,-59,0,-7,-7,-7,-1,0
-1,-1,1,0,-13,-12,0,0
0,0,-2,0,-28,-39,-1,-1
-55,-54,3,0,-2,-5,0,-1
-7,-7,-1,0,-6,-6,0,0
-2,1,-4,-16,-10,-9,-1,3
0,0,-2,0,14,8,-1,2
-4,-3,-2,-1,-3,-4,0,-5
0,0,-1,0,-13,-28,-1,-5
1,0,-2,0,-5,-19,-1,-2
0,0,0,0,-1,-4,0,-1
0,-4,5,-1,-15,-12,0,0
0,0,0,0,-13,-10,-1,-2
-1,-1,1,0,-10,-12,0,0
-11,-10,-3,0,3,-2,0,-2
0,0,0,0,-20,-38,0,0
-10,-9,-1,2,-8,-7,0,-1
0,0,0,0,17,17,0,1
-67,-66,131,3,0,-5,1,0
0,0,-4,0,12,2,1,0
-43,-36,-5,5,-8,-11,0,0
0,0,0,0,59,32,-1,-2
6,6,0,0,-2,-7,0,0
5,7,-86,-1,-7,-11,0,0
-1,-1,-6,0,-9,-9,1,1
0,0,0,0,0,1,2,0
0,0,-2,0,-12,-4,0,1
-5,-4,-5,0,-3,-2,0,0
0,0,0,0,-16,-15,0,-3
0,0,-2,0,-17,-11,0,0
5,3,-5,0,-8,-14,0,-1
-5,-1,-5,0,-9,-13,0,0
7,7,-8,-14,-8,-6,-1,0
-2,-2,1,0,-7,-5,0,0
-48,-51,13,-11,-7,-7,-1,-1
0,0,-7,0,-8,-3,1,0
-16,-10,-1,0,2,-10,1,1
0,0,0,0,4,2,0,0
0,1,-1,1,-6,-1,0,0
0,-1,0,-1,0,0,0,0
0,0,0,0,-12,0,0,0
-7,-7,0,0,-7,-3,0,-1
-5,-4,0,0,-3,-5,0,-1
0,0,-9,0,-5,0,0,0
0,0,-2,0,-10,-10,-1,0
1,1,-3,0,-4,-10,-1,0
1,-3,-1,-1,-18,-21,-1,2
-39,-43,-55,-1,-17,-24,-1,-1
0,0,0,0,12,17,-1,1
-5,-6,-6,0,-7,-6,0,-1
-7,-8,1,0,-2,-5,0,0
0,0,-1,0,-1,14,0,-1
11,3,-44,-3,-6,-8,0,-3
-96,-100,4,-10,-5,-7,1,-1
0,0,0,0,-5,-3,0,0
0,0,0,0,-13,-16,0,0
0,0,0,0,-10,-5,0,1
-4,-2,3,2,-2,-2,0,0
-8,-6,-6,0,-6,-7,0,-3
-3,-3,-3,0,-8,-9,1,-3
1,0,4,0,-3,-12,0,-1
0,0,0,2,-7,-13,0,0
-68,-71,170,0,1,1,-1,-1
0,0,0,0,-1,-3,0,0
0,0,-1,0,-4,-8,0,1
-1,-1,0,0,-9,-9,0,-2
-2,-2,-18,-2,-8,-8,0,-1
-77,-78,5,0,-1,-2,0,0
4,5,-1,0,-4,-5,1,0
0,0,0,0,-39,1,0,1
0,0,-1,0,16,3,0,1
-16,-21,-2,1,0,0,1,0
0,0,0,0,-8,-5,0,-5
1,3,0,3,108,0,0,5
-2,-4,-1,0,-2,-1,0,0
-1,-1,0,0,-2,0,0,1
-3,-6,-4,1,1,1,1,0
-86,-87,14,-1,-1,-1,0,0
0,0,3,0,-11,-29,0,-1
-6,-8,-2,0,-5,-3,0,0
-19,-19,2,0,-2,-4,0,1
-4,-4,0,0,-8,-14,-1,-1
-4,-2,1,0,0,-2,-1,0
-68,-77,22,11,0,-1,0,0
0,0,0,0,-2,-2,1,0
-1,-1,0,0,-3,-2,0,0
-13,-22,-1,-2,2,-2,0,0
-147,-135,16,-2,-2,-3,0,0
-10,-12,42,0,15,5,1,7
1,2,0,2,0,-1,0,0
-17,-18,-1,-1,-3,-3,0,0
-10,-10,1,1,1,-1,0,2
-152,-182,64,-26,-1,-1,0,1
0,-3,1,0,-5,-7,-1,0
-7,-8,0,0,1,1,1,1
-6,-12,3,0,2,1,0,0
0,0,0,0,1,-5,-2,0
-4,-5,-4,0,-5,-9,1,-1
-19,-16,1,1,-1,0,0,0
-5,-8,-4,-1,-4,-2,0,0
-17,-15,-2,0,1,1,0,0
-3,-14,0,0,-3,2,0,1
-10,-7,0,0,-2,-2,0,0
-9,-9,2,0,0,4,1,1
0,0,1,0,-1,-1,0,-1
-30,-30,0,-2,-1,0,1,0
-2,-2,0,0,-1,4,-1,-1
-7,-11,2,0,0,-2,0,0
-2,-3,1,0,-10,-6,0,-1
-2,-2,0,0,4,5,0,-1
-10,-12,8,0,-7,-9,0,-2
-24,-28,1,-2,-3,-1,0,-1
-4,-4,0,0,-5,1,0,0
-16,-13,1,0,0,0,0,0
-75,-69,-5,-1,-1,-3,0,0
0,0,0,0,-21,-19,0,1
-2,-3,0,0,-15,-2,1,-1
0,0,0,0,-8,-9,-1,-2
4,3,0,0,-5,-7,0,1
0,0,-3,0,-14,-22,1,2
-56,-54,6,1,-3,-4,0,0
0,0,0,0,-1,-2,-1,0
-114,-115,8,0,-2,-2,0,0
-8,-10,-1,-1,0,1,0,0
-9,-9,0,-1,1,-1,0,0
2,2,-2,0,4,19,0,2
-1,-2,-6,0,-6,-1,0,-1
-196,-183,19,-4,1,2,0,0
-6,-7,7,0,-1,-1,0,0
-5,-8,-1,0,0,-6,1,0
-11,-8,35,0,1,-1,1,0
-1,-1,-1,0,-7,-6,1,0
-2,-2,4,0,-6,-3,1,-1
0,0,0,0,0,2,0,0
-3,-4,0,0,12,25,0,1
-11,-15,-1,0,-3,-5,0,-1
0,0,1,0,-45,-45,0,0
0,-1,1,0,-15,-12,0,3
-1,-1,0,0,-2,-2,0,0
-3,-4,-3,0,-4,-10,0,0
-2,-3,0,0,-6,-4,1,-5
0,0,0,0,-1,1,-1,-8
-9,-10,1,-1,-6,-4,0,0
-2,-1,0,1,1,1,1,1
-11,-16,-2,-2,-1,-2,0,-1
0,0,1,0,5,4,0,0
0,0,0,0,-12,-2,-2,-1
0,0,0,0,-2,-4,-1,0
-1,-1,0,0,0,-2,-1,-1
-3,-4,12,0,14,7,2,3
0,-3,-1,-3,0,1,0,0
-2,-2,0,0,-1,3,0,-1
-83,-85,0,-2,-1,1,-1,-3
-2,-2,0,0,-3,-2,0,0
0,0,-2,0,-1,-4,0,0
-34,-35,0,0,0,0,0,0
-524,-376,194,-71,-7,-10,0,0
-6,-10,4,1,2,0,1,-2
-10,-8,78,9,3,2,1,0
-15,-17,-4,-1,0,1,-1,0
-4,-1,-3,0,-2,-1,0,-1
-2,-2,2,0,4,2,1,-1
0,0,0,0,-3,0,0,2
1,-4,1,0,-2,2,0,-1
-44,-40,-1,-1,-2,-4,0,-2
-119,-112,-25,-3,-8,-7,-1,0
-7,-7,2,0,-3,-5,-1,1
0,0,0,0,-46,-39,1,2
3,4,0,0,-2,-5,0,-1
-118,-110,-16,6,-6,-7,0,0
-7,-6,-1,0,3,5,0,-2
3,-1,-4,0,17,3,0,0
0,1,-2,0,-5,-7,0,0
-1,-1,0,0,8,3,0,0
-3,-2,0,0,3,0,0,-1
-33,-35,0,2,1,0,0,1
-123,-122,806,114,-3,-1,-4,-9
-16,-16,-8,0,1,0,-1,0
-26,-29,12,2,-1,0,1,4
0,0,1,0,0,-1,0,0
6,-5,-1,0,-6,-5,-1,3
-21,-24,3,-4,1,2,0,1
0,-1,0,0,-7,-3,0,0
-1,-3,1,0,-3,-4,0,2
-14,-17,90,0,-5,-9,-5,-12
-6,-7,0,0,-3,-4,0,1
-7,-10,-37,5,1,-2,0,0
-4,-5,0,0,-3,-3,0,-1
-20,-20,-1,0,-1,-3,-1,-1
-30,-34,2,0,0,0,0,0
-15,-21,-1,-1,1,-1,0,0
-4,-4,0,0,3,5,1,0
-11,-12,0,0,-1,-2,0,0
1,2,-1,0,1,-4,0,-1
-8,-10,-4,1,-2,-1,0,-2
-7,-8,-1,0,-2,-3,-1,1
0,0,0,0,2,-3,0,2
0,-1,2,0,-3,-2,-2,-3
-17,-16,-2,1,-3,-3,0,0
-26,-26,3,1,-4,-2,0,0
-8,-8,3,1,-9,-13,0,0
5,4,-2,0,1,3,-1,-5
-11,-10,-1,0,3,-2,0,1
0,0,0,0,-2,-2,0,0
-8,-14,1,1,0,-1,1,-1
-8,-8,0,0,-3,-4,-1,2
-10,-10,1,-2,-2,2,0,-1
-3,-2,-3,0,-9,-12,1,0
-8,-7,0,0,-1,0,0,0
-1,-1,0,0,-14,-8,1,-1
-4,-7,-2,2,2,-1,0,-2
0,0,0,0,0,0,0,0
-1,0,5,0,-25,-11,0,1
-1,-1,0,0,-3,3,0,0
-2,-2,-1,0,1,1,0,-1
4,0,34,0,-4,-2,0,0
-17,-13,-1,0,-3,-9,0,-1
-2,-4,0,0,3,0,0,-1
-21,-20,-5,0,2,1,1,-1
-3,-4,1,0,-4,-3,0,2
-72,-63,33,-1,2,2,1,2
-102,-107,0,-1,0,-1,0,0
4,-4,-1,0,5,4,0,-1
-22,-24,-4,0,-1,-3,-1,1
-2,-2,1,0,5,4,0,-1
0,-1,1,-1,-3,-4,0,0
-85,-94,9,-12,-2,1,1,-1
-1,0,-1,0,1,-1,0,0
-3,-3,0,0,0,-1,0,1
-47,-48,4,0,0,0,-1,1
-11,-9,0,1,-5,-2,0,-1
-29,-28,34,-5,-1,-1,-1,0
0,0,1,0,-27,-34,0,0
-1,-1,0,0,1,9,1,2
-18,-21,-5,0,2,1,0,-1
-3,-4,3,0,2,3,1,-1
-2,-2,0,0,-5,25,1,1
-5,-5,1,0,1,4,1,0
0,0,0,0,12,13,0,-2
0,0,0,0,-2,1,1,0
-1,-1,0,0,29,4,0,-1
-3,-3,1,0,-3,-2,1,1
3,2,-1,0,2,-3,0,0
-2,-2,2,0,4,5,0,1
-46,-42,10,5,0,-2,0,-1
-1,-2,1,0,-1,1,0,1
0,-1,0,0,2,3,1,0
-38,-39,-3,1,0,0,0,0
-7,-8,1,0,-1,-3,-1,-3
-19,-19,1,0,-1,1,1,0
-3,-3,-1,0,-1,1,-1,0
-136,-148,26,-1,3,9,0,-2
-8,-10,0,-2,2,-1,0,0
-3,-4,0,0,7,3,0,0
-28,-31,38,2,1,-3,0,1
6,1,-1,0,12,5,-1,2
3,-2,-2,0,-1,-2,0,-1
-2,0,-3,0,-1,-2,0,1
-5,-5,-1,-1,-3,-2,0,1
-8,-5,60,0,2,-3,-1,0
-6,-6,0,0,-4,-7,0,1
-6,-7,-3,0,-11,-7,0,1
0,0,-1,0,1,-8,-1,-4
0,0,0,0,14,13,1,-1
-16,-17,0,0,-1,-3,0,0
0,0,-1,-1,3,5,0,-1
0,0,2,0,-4,2,-1,0
-1,-1,0,0,-3,-2,0,0
0,-1,2,0,0,4,0,0
-1,-1,0,0,-2,0,0,0
0,-2,0,0,-2,-5,0,1
-2,-4,0,0,-5,-1,0,-1
-10,-11,-3,0,3,4,0,1
1,-3,0,0,6,8,0,1
-21,-29,6,-2,1,0,0,0
-5,-5,1,8,0,-2,-1,0
-3,-3,-2,0,-11,-17,-1,-4
-62,-60,4,0,-1,-2,0,0
-8,-10,3,0,-4,-1,0,-2
1,1,0,0,-22,-30,-1,-2
-29,-33,-2,-3,-2,-1,0,1
-4,-4,-3,0,1,-1,0,-1
0,0,0,0,1,11,0,1
-28,-26,0,2,-3,-3,0,0
-15,-12,-6,1,0,-1,0,-1
-45,-47,32,2,-1,0,0,1
0,0,-1,0,14,-5,0,-1
1,1,-1,0,-1,0,0,1
-2,-2,0,0,-1,4,1,2
-1,-1,0,0,-5,-1,1,1
-3,-3,-1,0,-1,-1,0,1
-2,1,-3,0,-8,-8,0,-2
0,0,0,0,1,1,0,-1
-7,-7,-1,0,2,7,0,0
2,-2,2,0,-3,-3,0,0
0,0,0,0,4,0,-1,-1
-117,-119,0,-2,1,0,0,-1
0,0,1,1,-19,-21,1,-2
-36,-38,-123,-3,-4,-4,0,0
-2,-3,0,0,-8,-18,-2,0
-65,-66,1,-5,-1,-3,0,0
0,0,0,0,15,-29,1,2
-2,0,-1,1,-1,-1,0,0
-234,-174,44,0,2,0,0,-1
-15,-17,11,0,6,5,-1,1
3,0,7,0,-8,-11,-2,-3
0,0,0,0,-8,-11,0,-1
-43,-44,30,0,-3,-3,0,-1
0,0,1,0,-7,1,0,0
-4,0,0,0,6,6,0,-1
-6,-7,1,0,-1,0,0,-1
-13,-14,1,0,-3,-1,0,0
-60,-59,15,-1,-1,-2,0,0
-5,-6,-1,0,-3,5,0,-1
-24,-21,1,1,-1,0,0,1
-2,-2,5,0,1,-1,-1,3
1,-8,0,0,-8,-6,0,-1
-1,-1,0,0,-4,-2,0,0
-7,-8,1,-1,-3,-4,0,-1
0,0,0,0,0,0,0,0
0,0,0,0,-1,-4,0,0
-2,-3,0,0,-2,-1,0,0
-13,-13,0,0,-4,-4,-1,1
0,0,2,0,-11,-15,0,1
-2,-6,1,0,-5,-15,0,-2
1,-7,1,0,9,3,0,0
-6,-4,-5,0,-3,-13,0,-4
-78,-76,8,0,4,7,0,3
0,0,1,0,-13,-16,0,-3
-21,-22,2,0,0,-1,0,1
-31,-32,2,1,-2,-1,0,-1
0,0,1,0,2,-30,1,0
-154,-161,17,0,-2,-1,0,0
-223,-224,135,16,3,4,-1,5
-2,2,-2,0,-11,-2,1,-4
0,0,0,0,-6,6,0,1
0,0,0,0,0,-1,0,-1
-30,-29,0,-2,-2,-2,0,-1
-25,-26,3,0,-1,-1,-1,1
-7,-2,2,0,5,0,0,2
-7,-8,2,0,-8,-3,0,-1
-4,-7,-1,-2,0,-2,0,-2
-17,-14,-148,0,3,2,1,1
0,0,2,0,-2,1,0,0
-2,-2,-1,0,-2,-6,0,0
-2,-2,1,0,2,13,1,1
-56,-59,33,4,2,2,0,1
-17,-16,-5,0,-2,1,0,1
-1,-3,-1,0,-6,-10,-1,0
0,0,-1,0,7,2,0,-1
0,0,0,0,-5,3,1,0
4,2,-4,-1,-4,-4,-1,-1
-1,-1,0,0,13,10,0,0
-1,-3,0,-3,-108,0,0,-5
-43,-41,1,0,3,1,0,0
1,1,1,0,1,-3,0,-1
37,33,4,-1,-4,-5,-1,0
-25,-18,-28,0,-1,1,0,-1
0,0,-3,0,2,-1,0,-2
5,9,0,0,-1,0,0,0
-22,-21,-1,0,2,1,0,0
-5,-6,-1,0,3,0,0,-1
-13,-15,-1,0,1,6,0,-2
21,18,-11,-8,-2,0,0,-1
0,0,0,0,0,-1,-1,0
1,0,2,0,5,-1,-1,0
9,14,1,0,-3,-2,0,0
28,22,-19,0,0,0,0,0
17,13,-36,0,-9,-5,0,-5
-1,-2,0,-2,5,-1,1,0
6,8,-3,0,-1,-1,0,-2
7,6,-2,-1,0,1,0,-2
46,57,-64,-3,-2,-1,0,0
1,2,-1,0,-2,0,0,0
4,6,-1,0,-1,-2,1,-1
1,1,-1,0,-4,-3,0,0
0,0,0,0,5,8,0,0
-3,-2,-2,0,4,-8,-1,0
4,-2,-2,-1,-1,0,-1,0
-11,-8,-2,0,0,-1,0,-1
12,12,-1,0,-1,-4,0,0
10,0,-4,0,-4,-8,-1,-1
7,5,-3,0,-1,-1,0,-1
-6,-6,-3,0,1,-2,0,-3
0,0,1,1,-2,0,0,1
10,9,-6,0,0,0,0,-1
2,2,1,0,-3,-5,1,-1
12,10,0,0,-6,-4,0,-1
1,2,2,0,2,-1,-1,0
1,1,0,0,-4,-5,0,0
-58,-58,-8,0,5,10,0,1
17,22,-6,0,0,-1,-1,0
-2,-2,-2,0,-3,-9,0,2
12,9,-3,0,-1,-2,0,-1
37,36,-14,-1,-2,1,0,0
-1,-1,1,0,5,4,0,-3
1,3,0,0,13,7,0,5
0,0,0,0,5,8,1,0
7,11,-1,1,4,-1,-1,-1
0,0,-1,0,40,-6,-1,-1
42,35,-9,0,0,0,-1,0
0,0,0,0,0,1,1,0
44,38,-16,-1,-1,-1,0,0
4,8,1,0,-2,-3,0,0
-5,-5,0,1,-1,-2,0,0
4,4,0,0,22,-11,-1,-2
15,12,0,0,2,-5,0,0
200,183,-27,1,-2,-3,0,2
5,7,-3,0,-2,-2,-1,-1
-4,1,0,0,-2,0,0,0
-14,-11,-40,-1,-2,-4,-1,-1
-1,-1,1,0,9,8,-1,1
2,2,-2,0,3,11,-1,1
0,0,0,0,0,-1,0,0
5,7,0,0,-4,-18,0,1
7,3,0,0,-3,-1,0,0
0,0,-1,0,6,0,0,0
-1,1,-1,0,11,12,0,-2
6,6,0,0,2,2,0,0
6,2,-1,1,-2,-3,0,0
0,2,1,0,-6,5,0,1
0,0,0,0,1,0,0,1
-12,-11,-2,1,0,-1,0,-1
4,3,1,0,3,7,0,0
6,4,-4,0,-3,-2,0,0
0,0,0,0,-4,-6,0,0
-1,-1,0,0,11,23,0,7
-2,-2,1,0,2,2,1,0
-7,-7,0,1,1,2,1,-1
8,6,-13,0,-8,-8,-2,0
0,0,0,0,3,6,0,0
-3,-7,6,1,2,-6,0,1
16,17,-29,1,-2,-2,0,6
-5,-5,0,0,1,-2,0,0
-7,-6,0,0,1,-2,0,0
45,44,-3,2,0,-1,0,-1
-144,-137,-371,0,-5,-7,0,-3
12,11,-4,-1,-2,-2,0,1
3,10,-82,-9,-2,-4,0,0
14,19,-4,0,-1,-2,1,0
3,3,0,0,3,4,0,0
0,0,-2,0,-4,1,0,-2
0,1,0,1,-1,-2,0,-3
-1,-2,0,0,-9,-10,1,-1
18,9,-8,0,-1,-1,0,0
51,19,-23,3,-1,-1,0,0
3,3,0,0,-1,-1,0,0
0,0,0,0,-1,3,-1,1
-1,-1,-1,1,-1,3,0,1
87,54,-14,-14,-2,-1,0,1
-11,-11,0,0,-4,0,0,-1
3,0,-3,0,-25,-16,0,-1
1,1,0,0,8,5,0,1
-1,-1,-1,0,8,4,0,2
-11,-11,1,0,-1,0,0,0
10,14,-1,-1,-3,-2,0,-1
-578,-557,-578,-107,0,0,0,0
-3,-3,-1,0,-2,-1,0,-2
-65,-66,-24,-2,1,3,-1,-3
-9,-10,-1,0,1,0,0,0
8,1,-2,0,5,-6,0,-5
-1,4,-4,0,-7,-6,0,-1
0,1,-1,0,1,-3,0,0
-5,-3,-3,0,0,-3,1,-3
-45,-48,-52,0,4,0,4,11
2,4,0,1,3,3,0,-1
-31,-27,-2,-5,-4,0,0,-1
0,2,-1,0,4,4,0,0
19,15,-2,0,2,-1,1,0
-13,-7,-9,0,-3,-1,0,-1
9,10,-5,1,-1,-1,0,-2
-3,-3,0,0,-16,-21,-5,-8
-4,-3,0,0,3,3,0,-2
5,4,2,1,-3,-4,0,0
-8,-4,-1,-1,-3,-6,0,-1
-1,1,1,0,3,3,1,-3
5,5,0,0,1,5,-1,0
-1,1,-6,0,-4,-12,1,1
-4,-6,3,-1,-1,-1,0,0
1,3,-2,-1,2,0,0,0
-12,-13,-2,-1,4,6,0,-1
6,3,0,0,-4,-13,0,2
-10,-3,-1,0,5,-5,0,0
-15,-17,0,0,11,22,0,0
0,1,-3,-1,-2,-1,-1,0
-6,-6,0,0,5,1,-2,-9
-1,5,2,0,-3,-2,1,-1
-3,-4,-1,0,-15,-22,-1,1
-3,-5,0,0,0,-2,0,0
0,0,0,0,9,16,-1,2
-1,4,1,-2,-3,1,-1,0
0,0,0,0,0,0,0,0
-6,0,-10,0,-1,-10,0,-2
0,0,-1,0,6,1,0,-1
3,3,1,0,-1,-1,0,2
-3,-6,-36,0,-3,-8,-1,0
-24,-21,-4,0,-3,0,-1,0
4,1,-4,0,2,-2,0,0
10,6,0,1,-2,-1,0,0
2,4,-1,0,-1,-4,0,-1
3,-16,-33,-1,-3,-5,-1,-3
47,58,-21,0,-2,-2,0,0
19,14,2,0,-3,-8,0,0
-6,-4,2,0,0,1,0,-2
0,-1,-1,0,-5,-4,0,1
0,1,0,1,-1,1,0,1
26,28,-8,0,-1,-3,-1,1
0,1,2,0,0,-1,0,-1
1,1,2,0,0,-2,0,-1
22,29,-5,0,-1,-3,0,-1
-23,-25,-5,-1,1,-1,0,0
-14,-17,-25,0,-2,-1,0,1
-1,-1,1,0,-2,7,-1,-3
0,0,-1,0,-1,2,0,0
17,24,0,-1,-1,0,1,0
0,2,-2,0,6,0,-1,0
-1,-2,0,0,4,-22,0,-4
-2,-2,-1,0,5,1,0,1
0,0,0,0,10,7,0,1
0,0,0,0,-2,4,0,0
0,0,0,0,-30,0,0,5
-6,-6,-1,0,5,4,0,0
3,0,0,0,3,-4,-1,-1
-5,-5,-1,0,2,-1,-1,-1
5,-4,-5,-12,-2,-1,0,0
0,2,-1,0,4,2,1,1
-1,0,0,0,3,-2,-1,-3
18,11,-1,-1,-1,-2,0,-1
-2,0,-3,0,-7,-5,0,0
8,7,-7,0,-4,-4,-1,-1
-1,-1,0,0,1,-2,0,0
-122,-96,-38,5,-7,-12,0,1
8,8,0,0,0,-2,0,0
0,2,2,0,-7,-5,0,0
-16,-11,-46,-2,-3,-1,0,-1
8,2,1,0,25,2,1,0
2,1,0,0,4,-6,1,1
1,1,0,0,2,-1,0,1
-6,-7,-4,0,3,3,0,0
-7,-3,-61,0,-4,-1,0,0
3,3,0,0,0,0,0,-1
0,3,-2,0,-1,4,0,-2
0,0,0,0,-7,-10,0,-1
-1,-1,0,0,6,12,-1,0
-2,-1,-1,0,2,4,0,1
0,0,0,0,-7,-6,0,0
0,0,-2,0,-9,-17,1,-1
-3,-3,1,0,2,1,0,0
0,1,-1,1,-5,-9,0,0
-4,-5,2,0,0,-3,-1,1
-2,1,2,0,-2,0,0,-2
0,4,0,0,6,-4,0,0
8,9,2,0,-2,-5,0,0
8,6,-1,0,-6,-12,1,-1
-3,0,-6,-1,-4,-4,0,-1
-37,-38,1,-5,-1,1,0,0
-3,-3,0,0,2,6,0,1
24,32,-7,0,-2,-2,0,0
-8,-6,-4,0,-2,-7,0,1
0,0,-2,0,1,-7,1,-1
-96,-94,-19,1,-2,1,0,0
1,3,-1,0,-3,-4,1,0
0,0,2,0,-1,-9,0,0
-31,-27,-5,-2,1,-2,0,0
27,22,-1,0,-1,-2,0,0
9,10,-52,0,-4,-4,0,-1
0,0,-1,0,-34,-16,0,0
9,9,0,1,1,-3,0,-1
-13,-14,0,0,-5,0,-1,23
1,1,2,0,2,-1,0,0
-5,-5,1,0,-1,1,-1,0
4,4,-2,0,5,4,0,1
0,0,0,0,-1,2,0,2
6,6,0,0,-3,-8,0,0
7,4,0,0,-7,-3,0,-1
0,0,0,0,-6,6,1,0
45,50,-10,0,-2,-2,0,1
0,0,-1,-1,33,38,0,1
-52,-52,-14,3,-2,1,0,-2
-4,-3,0,0,-16,-6,0,1
11,0,-7,-2,1,3,0,0
0,0,0,0,-24,37,0,0
14,13,-1,-1,3,2,0,-1
-51,-93,-71,0,-3,-3,0,-1
3,6,-9,0,-7,-7,0,-2
3,0,-7,0,-4,-4,0,1
0,0,0,0,-1,6,0,2
16,6,-35,0,-4,-3,0,-1
0,0,-1,0,9,-4,1,-1
-3,0,0,0,3,1,0,6
-3,2,0,0,0,2,0,1
-5,-8,-2,0,3,-3,0,-1
19,14,-22,2,-2,-2,0,0
-1,0,1,0,-3,-9,0,1
-41,-41,-22,-1,-1,-3,0,-2
5,5,-5,0,-3,-12,0,-3
10,6,1,0,0,-5,0,0
0,0,0,0,0,2,0,0
-4,-4,0,0,5,4,0,2
0,0,0,0,0,0,0,0
0,0,0,0,-1,5,1,0
-9,-8,0,0,3,3,0,1
-6,-7,0,0,2,1,1,-1
-1,0,-2,0,-5,-4,-1,-4
0,-3,-8,0,5,-4,0,-1
5,1,-1,0,-8,-11,1,-1
-2,2,-1,0,-10,-6,0,-1
-5,-2,-25,-2,0,4,0,-1
0,0,-1,0,30,30,1,6
3,6,-4,0,0,-1,0,-1
15,14,-7,0,0,-1,0,0
0,0,-1,0,0,-4,0,2
-98,-78,-30,-1,0,1,0,-1
25,48,-118,-24,-7,-7,0,-7
-3,0,-1,0,-14,-22,-1,3
-8,-8,0,0,0,-4,0,-2
-2,-2,1,0,-5,-3,0,-1
23,18,-3,2,0,0,0,0
3,5,-4,0,-2,0,1,-1
-10,-10,1,0,-4,0,-1,-1
-16,-16,-6,0,-5,-7,0,-1
6,10,-2,1,-1,-2,0,0
-20,-19,-15,0,-6,-2,0,-1
0,3,-2,3,3,-1,1,1
2,2,1,0,6,6,0,-1
1,1,-1,0,-3,-15,0,-3
-5,-2,-42,-4,-3,-4,0,-1
-18,-17,-5,4,-2,-2,0,-2
11,13,-1,0,-1,0,0,0
-2,-2,1,0,-8,-5,0,1
0,0,2,0,-4,4,0,0
-1,-1,0,0,4,4,0,1
-7,-7,-1,0,-25,-33,0,0
0,0,0,0,0,0,0,0
-11,-11,-2,0,-2,3,0,0
0,0,-1,0,3,3,0,0
14,11,-1,1,5,5,0,0
24,24,7,0,3,3,0,2
0,0,0,0,5,6,0,3
-1,-2,2,0,2,5,-1,0
-3,-4,0,0,-1,2,0,1
-12,-11,1,1,25,13,1,1
-6,-5,1,0,-5,-4,0,2
-36,-27,-7,-2,1,1,0,0
0,0,0,0,1,1,1,0
0,1,-2,0,-1,-1,0,0
4,-3,0,1,6,4,0,0
-39,-42,-9,1,2,4,0,0
-3,-1,-3,1,7,5,0,1
0,0,0,0,-7,-1,-1,0
4,3,4,0,0,2,0,1
-2,-2,5,0,3,3,-1,-1
-6,-8,2,40,6,6,0,2
3,1,20,0,1,6,0,1
4,3,2,0,6,8,0,1
1,-1,1,0,4,4,0,0
0,0,1,0,15,-5,1,0
0,0,1,0,-1,8,0,0
-8,-3,0,1,2,4,1,1
1,0,1,0,1,2,1,1
-2,0,1,2,0,3,0,0
5,5,9,0,5,4,0,1
3,4,3,0,7,8,0,0
0,0,2,0,-4,-2,-1,0
0,0,-1,-1,1,0,-1,-1
4,5,0,0,1,1,-1,1
0,0,2,0,11,10,-1,2
3,3,-3,0,2,5,0,1
1,1,-1,0,2,7,1,0
0,0,0,0,1,1,0,1
-53,-50,0,0,-5,-8,0,-1
4,1,-1,0,2,4,0,0
0,0,0,0,-6,-5,0,0
2,2,7,0,0,5,0,1
7,6,9,1,2,2,0,1
-4,-4,-1,0,28,22,0,8
1,0,0,0,-12,-8,1,-4
0,0,0,0,-2,1,0,0
1,-2,1,-1,-4,1,0,0
0,0,0,0,-38,2,0,0
4,7,-5,2,4,7,1,2
0,0,2,0,6,32,0,0
-25,-21,8,1,3,7,0,0
4,2,0,0,7,8,0,0
-2,-2,-1,-1,-2,1,0,0
0,0,2,0,-16,16,2,1
-3,-3,0,0,0,5,-1,1
47,62,13,1,3,3,0,-1
1,0,3,0,2,5,1,0
1,-2,3,0,2,1,-1,0
-18,-16,0,0,2,4,1,2
